source,target_rel,case_id,case_name,citation,year,changed
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Marisa N. Pavan, et al. v. Nathaniel Smith, 450 U.S. 785 (2017).md","2017/Marisa N. Pavan, et al. v. Nathaniel Smith, 450 U.S. 785 (2017).md",us.scotus.2017.marisa_n_pavan_et_al.450us785,"Marisa N. Pavan, et al. v. Nathaniel Smith",450 U.S. 785,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Maslenjak v. United States, 200 U.S. 321 (2017).md","2017/Maslenjak v. United States, 200 U.S. 321 (2017).md",us.scotus.2017.maslenjak.200us321,Maslenjak v. United States,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Matthew Reeves v. Alabama, 536 U.S. 304 (2017).md","2017/Matthew Reeves v. Alabama, 536 U.S. 304 (2017).md",us.scotus.2017.matthew_reeves.536us304,Matthew Reeves v. Alabama,536 U.S. 304,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Mclane Co., Inc. v. Equal Employment Opportunity Commission, 200 U.S. 321 (2017).md","2017/Mclane Co., Inc. v. Equal Employment Opportunity Commission, 200 U.S. 321 (2017).md",us.scotus.2017.mclane_co_inc.200us321,"Mclane Co., Inc. v. Equal Employment Opportunity Commission",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Mcwilliams v. Dunn, Commissioner, Alabama Department of Corrections, et al, 200 U.S. 321 (2017) [us.scotus.2017.mcwilliams.200us321].md","2017/Mcwilliams v. Dunn, Commissioner, Alabama Department of Corrections, et al, 200 U.S. 321 (2017).md",us.scotus.2017.mcwilliams.200us321,"Mcwilliams v. Dunn, Commissioner, Alabama Department of Corrections, et al",200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Michael Damon Rippo v. Renee Baker, Warden, 520 U.S. 899 (2017).md","2017/Michael Damon Rippo v. Renee Baker, Warden, 520 U.S. 899 (2017).md",us.scotus.2017.michael_damon_rippo_petitioner.520us899,"Michael Damon Rippo v. Renee Baker, Warden",520 U.S. 899,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Microsoft Corp. v. Baker et al, 200 U.S. 321 (2017) [us.scotus.2017.microsoft_corp.200us321].md","2017/Microsoft Corp. v. Baker et al, 200 U.S. 321 (2017).md",us.scotus.2017.microsoft_corp.200us321,Microsoft Corp. v. Baker et al,200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Midland Funding, Llc v. Johnson, 200 U.S. 321 (2017).md","2017/Midland Funding, Llc v. Johnson, 200 U.S. 321 (2017).md",us.scotus.2017.midland_funding_llc.200us321,"Midland Funding, Llc v. Johnson",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Moore v. Texas, 200 U.S. 321 (2017).md","2017/Moore v. Texas, 200 U.S. 321 (2017).md",us.scotus.2017.moore.200us321,Moore v. Texas,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Murr et al. v. Wisconsin et al, 200 U.S. 321 (2017) [us.scotus.2017.murr_et_al.200us321].md","2017/Murr et al. v. Wisconsin et al, 200 U.S. 321 (2017).md",us.scotus.2017.murr_et_al.200us321,Murr et al. v. Wisconsin et al,200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/National Labor Relations Board v. Sw General, Inc., Dba Southwest Ambulance, 200 U.S. 321 (2017).md","2017/National Labor Relations Board v. Sw General, Inc., Dba Southwest Ambulance, 200 U.S. 321 (2017).md",us.scotus.2017.national_labor_relations_board.200us321,"National Labor Relations Board v. Sw General, Inc., Dba Southwest Ambulance",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Nelson v. Colorado, 200 U.S. 321 (2017).md","2017/Nelson v. Colorado, 200 U.S. 321 (2017).md",us.scotus.2017.nelson.200us321,Nelson v. Colorado,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Next Friends, Joseph F. et al. v. Douglas County School District Re–1, 200 U.S. 321 (2017).md","2017/Next Friends, Joseph F. et al. v. Douglas County School District Re–1, 200 U.S. 321 (2017).md",us.scotus.2017.next_friends_joseph_f_et_al.200us321,"Next Friends, Joseph F. et al. v. Douglas County School District Re–1",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/North Carolina, et al. v. North Carolina State Conference of the Naacp, et al, 260 U.S. 482 (2017) [us.scotus.2017.north_carolina_et_al.260us482].md","2017/North Carolina, et al. v. North Carolina State Conference of the Naacp, et al, 260 U.S. 482 (2017).md",us.scotus.2017.north_carolina_et_al.260us482,"North Carolina, et al. v. North Carolina State Conference of the Naacp, et al",260 U.S. 482,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/North Carolina, et al. v. Sandra Little Covington, et al. on Appeal From the United States District Court for, 377 U.S. 533 (2017).md","2017/North Carolina, et al. v. Sandra Little Covington, et al. on Appeal From the United States District Court for, 377 U.S. 533 (2017).md",us.scotus.2017.north_carolina_et_al.377us533,"North Carolina, et al. v. Sandra Little Covington, et al. on Appeal From the United States District Court for",377 U.S. 533,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Packingham v. North Carolina, 200 U.S. 321 (2017).md","2017/Packingham v. North Carolina, 200 U.S. 321 (2017).md",us.scotus.2017.packingham.200us321,Packingham v. North Carolina,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Patent and Trademark Office v. Tam, 200 U.S. 321 (2017).md","2017/Patent and Trademark Office v. Tam, 200 U.S. 321 (2017).md",us.scotus.2017.patent_and_trademark_office.200us321,Patent and Trademark Office v. Tam,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Pena-rodriguez v. Colorado, 200 U.S. 321 (2017).md","2017/Pena-rodriguez v. Colorado, 200 U.S. 321 (2017).md",us.scotus.2017.pena_rodriguez.200us321,Pena-rodriguez v. Colorado,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Perry v. Merit Systems Protection Board, 200 U.S. 321 (2017).md","2017/Perry v. Merit Systems Protection Board, 200 U.S. 321 (2017).md",us.scotus.2017.perry.200us321,Perry v. Merit Systems Protection Board,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Ricardo Salazar-limon v. City of Houston, Texas, et al, 436 U.S. 658 (2017) [us.scotus.2017.ricardo_salazar_limon.436us658].md","2017/Ricardo Salazar-limon v. City of Houston, Texas, et al, 436 U.S. 658 (2017).md",us.scotus.2017.ricardo_salazar_limon.436us658,"Ricardo Salazar-limon v. City of Houston, Texas, et al",436 U.S. 658,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Robert Perez v. Florida, 505 U.S. 377 (2017).md","2017/Robert Perez v. Florida, 505 U.S. 377 (2017).md",us.scotus.2017.robert_perez.505us377,Robert Perez v. Florida,505 U.S. 377,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Rolando Ruiz v. Texas on Application for Stay [march 7, 2017], 134 U.S. 160 (2017).md","2017/Rolando Ruiz v. Texas on Application for Stay [march 7, 2017], 134 U.S. 160 (2017).md",us.scotus.2017.rolando_ruiz.134us160,"Rolando Ruiz v. Texas on Application for Stay [march 7, 2017]",134 U.S. 160,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Sandoz Inc. v. Amgen Inc. et al, 200 U.S. 321 (2017) [us.scotus.2017.sandoz_inc.200us321].md","2017/Sandoz Inc. v. Amgen Inc. et al, 200 U.S. 321 (2017).md",us.scotus.2017.sandoz_inc.200us321,Sandoz Inc. v. Amgen Inc. et al,200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Sca Hygiene Products Aktiebolag et al. v. First Quality Baby Products, Llc, et al, 200 U.S. 321 (2017) [us.scotus.2017.sca_hygiene_products_aktiebolag_.200us321].md","2017/Sca Hygiene Products Aktiebolag et al. v. First Quality Baby Products, Llc, et al, 200 U.S. 321 (2017).md",us.scotus.2017.sca_hygiene_products_aktiebolag_.200us321,"Sca Hygiene Products Aktiebolag et al. v. First Quality Baby Products, Llc, et al",200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Scenic America, Inc. v. Department of Transportation, et al, 467 U.S. 837 (2017) [us.scotus.2017.scenic_america_inc.467us837].md","2017/Scenic America, Inc. v. Department of Transportation, et al, 467 U.S. 837 (2017).md",us.scotus.2017.scenic_america_inc.467us837,"Scenic America, Inc. v. Department of Transportation, et al",467 U.S. 837,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Sessions, Attorney General v. Morales­ Santana, 200 U.S. 321 (2017).md","2017/Sessions, Attorney General v. Morales­ Santana, 200 U.S. 321 (2017).md",us.scotus.2017.sessions_attorney_general.200us321,"Sessions, Attorney General v. Morales­ Santana",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Star Athletica, L.l.c. v. Varsity Brands, Inc., et al, 200 U.S. 321 (2017) [us.scotus.2017.star_athletica_l_l_c.200us321].md","2017/Star Athletica, L.l.c. v. Varsity Brands, Inc., et al, 200 U.S. 321 (2017).md",us.scotus.2017.star_athletica_l_l_c.200us321,"Star Athletica, L.l.c. v. Varsity Brands, Inc., et al",200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/System v. Anz Securities, Inc., et al, 200 U.S. 321 (2017) [us.scotus.2017.system.200us321].md","2017/System v. Anz Securities, Inc., et al, 200 U.S. 321 (2017).md",us.scotus.2017.system.200us321,"System v. Anz Securities, Inc., et al",200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Tc Heartland Llc v. Kraft Foods Group Brands Llc, 200 U.S. 321 (2017).md","2017/Tc Heartland Llc v. Kraft Foods Group Brands Llc, 200 U.S. 321 (2017).md",us.scotus.2017.tc_heartland_llc.200us321,Tc Heartland Llc v. Kraft Foods Group Brands Llc,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al, 430 U.S. 817 (2017) [us.scotus.2017.thomas_d_arthur.430us817].md","2017/Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al, 430 U.S. 817 (2017).md",us.scotus.2017.thomas_d_arthur.430us817,"Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al",430 U.S. 817,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al, 553 U.S. 35 (2017) [us.scotus.2017.thomas_d_arthur.553us35].md","2017/Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al, 553 U.S. 35 (2017).md",us.scotus.2017.thomas_d_arthur.553us35,"Thomas D. Arthur v. Jefferson S. Dunn, Commissioner, Alabama Department of Corrections, et al",553 U.S. 35,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Town of Chester, New York v. Laroe Estates, Inc, 200 U.S. 321 (2017).md","2017/Town of Chester, New York v. Laroe Estates, Inc, 200 U.S. 321 (2017).md",us.scotus.2017.town_of_chester_new_york.200us321,"Town of Chester, New York v. Laroe Estates, Inc",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Trinity Lutheran Church of Columbia, Inc. v. Comer, Director, Missouri Department of Natural Resources, 200 U.S. 321 (2017).md","2017/Trinity Lutheran Church of Columbia, Inc. v. Comer, Director, Missouri Department of Natural Resources, 200 U.S. 321 (2017).md",us.scotus.2017.trinity_lutheran_church_of_colum.200us321,"Trinity Lutheran Church of Columbia, Inc. v. Comer, Director, Missouri Department of Natural Resources",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Truehill v. Florida, 472 U.S. 320 (2017).md","2017/Truehill v. Florida, 472 U.S. 320 (2017).md",us.scotus.2017.16_9448.472us320,Truehill v. Florida,472 U.S. 320,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Trump v. International Refugee Assistance Project, 555 U.S. 7 (2017).md","2017/Trump v. International Refugee Assistance Project, 555 U.S. 7 (2017).md",us.scotus.2017.16_1436.555us7,Trump v. International Refugee Assistance Project,555 U.S. 7,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Turner et al. v. United States, 200 U.S. 321 (2017).md","2017/Turner et al. v. United States, 200 U.S. 321 (2017).md",us.scotus.2017.turner_et_al.200us321,Turner et al. v. United States,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Upstate Citizens for Equality, Inc. v. United States, 490 U.S. 163 (2017).md","2017/Upstate Citizens for Equality, Inc. v. United States, 490 U.S. 163 (2017).md",us.scotus.2017.16_1320.490us163,"Upstate Citizens for Equality, Inc. v. United States",490 U.S. 163,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Virginia, et al. v. Dennis Leblanc, 560 U.S. 48 (2017).md","2017/Virginia, et al. v. Dennis Leblanc, 560 U.S. 48 (2017).md",us.scotus.2017.virginia_et_al.560us48,"Virginia, et al. v. Dennis Leblanc",560 U.S. 48,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Water Splash, Inc. v. Menon, 200 U.S. 321 (2017).md","2017/Water Splash, Inc. v. Menon, 200 U.S. 321 (2017).md",us.scotus.2017.water_splash_inc.200us321,"Water Splash, Inc. v. Menon",200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Weaver v. Masssachusetts, 200 U.S. 321 (2017).md","2017/Weaver v. Masssachusetts, 200 U.S. 321 (2017).md",us.scotus.2017.weaver.200us321,Weaver v. Masssachusetts,200 U.S. 321,2017,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2017/Ziglar v. Abbasi et al, 200 U.S. 321 (2017) [us.scotus.2017.ziglar.200us321].md","2017/Ziglar v. Abbasi et al, 200 U.S. 321 (2017).md",us.scotus.2017.ziglar.200us321,Ziglar v. Abbasi et al,200 U.S. 321,2017,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Abbott, Governor of Texas, et al. v. Perez et al, 200 U.S. 321 (2018) [us.scotus.2018.abbott_governor_of_texas_et_al.200us321].md","2018/Abbott, Governor of Texas, et al. v. Perez et al, 200 U.S. 321 (2018).md",us.scotus.2018.abbott_governor_of_texas_et_al.200us321,"Abbott, Governor of Texas, et al. v. Perez et al",200 U.S. 321,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Advocates, Dba Nifla, et al. v. Becerra, Attorney General of California, et al, 200 U.S. 321 (2018) [us.scotus.2018.advocates_dba_nifla_et_al.200us321].md","2018/Advocates, Dba Nifla, et al. v. Becerra, Attorney General of California, et al, 200 U.S. 321 (2018).md",us.scotus.2018.advocates_dba_nifla_et_al.200us321,"Advocates, Dba Nifla, et al. v. Becerra, Attorney General of California, et al",200 U.S. 321,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Andrew Kisela v. Amy Hughes, 471 U.S. 1 (2018).md","2018/Andrew Kisela v. Amy Hughes, 471 U.S. 1 (2018).md",us.scotus.2018.andrew_kisela.471us1,Andrew Kisela v. Amy Hughes,471 U.S. 1,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Apodaca v. Raemisch, 356 U.S. 86 (2018).md","2018/Apodaca v. Raemisch, 356 U.S. 86 (2018).md",us.scotus.2018.17_1284.356us86,Apodaca v. Raemisch,356 U.S. 86,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Artis v. District of Columbia, 200 U.S. 321 (2018).md","2018/Artis v. District of Columbia, 200 U.S. 321 (2018).md",us.scotus.2018.artis.200us321,Artis v. District of Columbia,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Byrd v. United States, 200 U.S. 321 (2018).md","2018/Byrd v. United States, 200 U.S. 321 (2018).md",us.scotus.2018.byrd.200us321,Byrd v. United States,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Carlos Trevino v. Lorie Davis, Director, Texas Department of Criminal Justice, Correctional Institutions Division, 566 U.S. 1 (2018).md","2018/Carlos Trevino v. Lorie Davis, Director, Texas Department of Criminal Justice, Correctional Institutions Division, 566 U.S. 1 (2018).md",us.scotus.2018.carlos_trevino.566us1,"Carlos Trevino v. Lorie Davis, Director, Texas Department of Criminal Justice, Correctional Institutions Division",566 U.S. 1,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Carpenter v. United States, 200 U.S. 321 (2018).md","2018/Carpenter v. United States, 200 U.S. 321 (2018).md",us.scotus.2018.carpenter.200us321,Carpenter v. United States,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Chavez-meza v. United States, 200 U.S. 321 (2018).md","2018/Chavez-meza v. United States, 200 U.S. 321 (2018).md",us.scotus.2018.chavez_meza.200us321,Chavez-meza v. United States,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/China Agritech, Inc. v. Resh et al, 200 U.S. 321 (2018) [us.scotus.2018.china_agritech_inc.200us321].md","2018/China Agritech, Inc. v. Resh et al, 200 U.S. 321 (2018).md",us.scotus.2018.china_agritech_inc.200us321,"China Agritech, Inc. v. Resh et al",200 U.S. 321,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/City of Hays, Kansas v. Matthew Jack Dwight Vogt on Writ of, 584 U.S. ____ (2018).md","2018/City of Hays, Kansas v. Matthew Jack Dwight Vogt on Writ of, 584 U.S. ____ (2018).md",us.scotus.2018.city_of_hays_kansas_petitioner.161495,"City of Hays, Kansas v. Matthew Jack Dwight Vogt on Writ of",584 U.S. ____,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Class v. United States, 200 U.S. 321 (2018).md","2018/Class v. United States, 200 U.S. 321 (2018).md",us.scotus.2018.class.200us321,Class v. United States,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Cnh Industrial N.v., et al. v. Jack Reese, et al, 353 U.S. 448 (2018) [us.scotus.2018.cnh_industrial_n.353us448].md","2018/Cnh Industrial N.v., et al. v. Jack Reese, et al, 353 U.S. 448 (2018).md",us.scotus.2018.cnh_industrial_n.353us448,"Cnh Industrial N.v., et al. v. Jack Reese, et al",353 U.S. 448,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Collins v. Virginia, 200 U.S. 321 (2018).md","2018/Collins v. Virginia, 200 U.S. 321 (2018).md",us.scotus.2018.collins.200us321,Collins v. Virginia,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Currier v. Virginia, 200 U.S. 321 (2018).md","2018/Currier v. Virginia, 200 U.S. 321 (2018).md",us.scotus.2018.currier.200us321,Currier v. Virginia,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Cwcapital Asset Management Llc v. Village At Lakeridge, Llc, 200 U.S. 321 (2018).md","2018/Cwcapital Asset Management Llc v. Village At Lakeridge, Llc, 200 U.S. 321 (2018).md",us.scotus.2018.cwcapital_asset_management_llc.200us321,"Cwcapital Asset Management Llc v. Village At Lakeridge, Llc",200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Dahda v. United States, 200 U.S. 321 (2018).md","2018/Dahda v. United States, 200 U.S. 321 (2018).md",us.scotus.2018.dahda.200us321,Dahda v. United States,200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/David E. Miller v. Tony Parker, Com- Missioner, Tennessee Department of Correction, et al, 136 U.S. 436 (2018) [us.scotus.2018.david_e_miller.136us436].md","2018/David E. Miller v. Tony Parker, Com- Missioner, Tennessee Department of Correction, et al, 136 U.S. 436 (2018).md",us.scotus.2018.david_e_miller.136us436,"David E. Miller v. Tony Parker, Com- Missioner, Tennessee Department of Correction, et al",136 U.S. 436,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Digital Realty Trust, Inc. v. Somers, 200 U.S. 321 (2018).md","2018/Digital Realty Trust, Inc. v. Somers, 200 U.S. 321 (2018).md",us.scotus.2018.digital_realty_trust_inc.200us321,"Digital Realty Trust, Inc. v. Somers",200 U.S. 321,2018,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/District of Columbia et al. v. Wesby et al, 200 U.S. 321 (2018) [us.scotus.2018.district_of_columbia_et_al.200us321].md","2018/District of Columbia et al. v. Wesby et al, 200 U.S. 321 (2018).md",us.scotus.2018.district_of_columbia_et_al.200us321,District of Columbia et al. v. Wesby et al,200 U.S. 321,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/E. I. Du Pont De Nemours & Co., et al. v. Bobbi-jo Smiley, et al, 585 U.S. ____ (2018) [us.scotus.2018.e_i_du_pont_de_nemours_co_et_al.161189].md","2018/E. I. Du Pont De Nemours & Co., et al. v. Bobbi-jo Smiley, et al, 585 U.S. ____ (2018).md",us.scotus.2018.e_i_du_pont_de_nemours_co_et_al.161189,"E. I. Du Pont De Nemours & Co., et al. v. Bobbi-jo Smiley, et al",585 U.S. ____,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Edmund Zagorski v. Tony Parker, Commissioner, Tennessee Department of Corrections, et al, 586 U.S. ____ (2018) [us.scotus.2018.edmund_zagorski.186238].md","2018/Edmund Zagorski v. Tony Parker, Commissioner, Tennessee Department of Corrections, et al, 586 U.S. ____ (2018).md",us.scotus.2018.edmund_zagorski.186238,"Edmund Zagorski v. Tony Parker, Commissioner, Tennessee Department of Corrections, et al",586 U.S. ____,2018,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2018/Encino Motorcars, Llc v. Navarro et al, 200 U.S. 321 (2018) [us.scotus.2018.encino_motorcars_llc.200us321].md","2018/Encino Motorcars, Llc v. Navarro et al, 200 U.S. 321 (2018).md",us.scotus.2018.encino_motorcars_llc.200us321,"Encino Motorcars, Llc v. Navarro et al",200 U.S. 321,2018,True
